CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1684492,16000073660,201673660,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 03:00:09 PM,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 01:09:02 PM
1684480,16000073644,201673644,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 02:45:21 PM,8XX BLOCK OF 1 AV,K,K1,8100.1032,-122.33526,47.603626,"(47.603626, -122.33526)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 12:53:29 PM
1684471,16000073680,201673680,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 02:39:18 PM,39XX BLOCK OF S MEAD ST,R,R3,10300.3013,-122.282104,47.550457,"(47.550457, -122.282104)",ASLT - IP/JO - PERSON SHOT OR SHOT AT,ASSAULTS,GUN CALLS,03/01/2016 01:24:35 PM
1684473,16000073634,201673634,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 02:38:34 PM,3XX BLOCK OF BELMONT AV E,E,E1,7401.4005,-122.32402,47.621414,"(47.621414, -122.32402)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 12:53:21 PM
1684472,16000073677,201673677,064,SHOPLIFT,THEFT,SHOPLIFTING,03/01/2016 02:38:18 PM,5XX BLOCK OF 1 AV W,Q,Q3,7100.2004,-122.35802,47.623936,"(47.623936, -122.35802)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/01/2016 01:24:42 PM
1684466,16000073595,201673595,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 02:27:01 PM,6XX BLOCK OF STEWART ST,M,M2,7300.3027,-122.336586,47.613956,"(47.613956, -122.336586)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 12:18:22 PM
1684467,16000073520,201673520,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 02:23:19 PM,16XX BLOCK OF EASTLAKE AV E,D,D3,6600.1025,-122.3254,47.63436,"(47.63436, -122.3254)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 12:05:36 PM
1684465,16000073683,201673683,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/01/2016 02:22:36 PM,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.341545,47.61278,"(47.61278, -122.341545)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 01:30:33 PM
1684461,16000073557,201673557,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 02:17:17 PM,10XX BLOCK OF 5 AV N,Q,Q2,6700.2007,-122.34754,47.628475,"(47.628475, -122.34754)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 12:53:42 PM
1684460,16000073597,201673597,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 02:16:11 PM,11XX BLOCK OF NE 43 ST,U,U2,5301.3003,-122.31605,47.65983,"(47.65983, -122.31605)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 12:41:27 PM
1684637,16000073629,201673629,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 02:03:39 PM,90XX BLOCK OF SEWARD PARK AV S,S,S3,11800.1014,-122.264496,47.522408,"(47.522408, -122.264496)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 12:35:59 PM
1684450,16000073592,201673592,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 02:03:28 PM,62XX BLOCK OF 39 AV NE,U,U3,4200.2003,-122.28582,47.674885,"(47.674885, -122.28582)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 12:52:38 PM
1684444,16000073620,201673620,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 01:59:31 PM,S MICHIGAN ST ON RP / I5 NB,O,O3,10900.2082,-122.32015,47.547356,"(47.547356, -122.32015)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 12:36:14 PM
1684447,16000073286,201673286,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 01:57:55 PM,21XX BLOCK OF PARKSIDE DR E,C,C2,6300.4005,-122.29032,47.63859,"(47.63859, -122.29032)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 07:53:47 AM
1684445,16000073571,201673571,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 01:57:32 PM,127XX BLOCK OF 33 AV NE,L,L3,100.3003,-122.292496,47.72101,"(47.72101, -122.292496)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/01/2016 01:06:31 PM
1684446,16000073499,201673499,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,03/01/2016 01:53:20 PM,42XX BLOCK OF SW EDMUNDS ST,W,W2,10500.4004,-122.38617,47.559322,"(47.559322, -122.38617)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,03/01/2016 10:48:26 AM
1684443,16000073622,201673622,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 01:52:01 PM,6XX BLOCK OF 3 AV,K,K1,8100.2040,-122.33173,47.603127,"(47.603127, -122.33173)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 12:59:17 PM
1684438,16000073603,201673603,161,TRESPASS,TRESPASS,TRESPASS,03/01/2016 01:44:55 PM,PIKE PL / PINE ST,M,M1,8100.3009,-122.341835,47.609432,"(47.609432, -122.341835)",TRESPASS,TRESPASS,TRESPASS,03/01/2016 12:25:10 PM
1684437,16000073607,201673607,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 01:43:18 PM,45XX BLOCK OF RAINIER AV S,R,R2,10100.3015,-122.287544,47.561756,"(47.561756, -122.287544)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 12:27:31 PM
1684431,16000073578,201673578,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 01:37:03 PM,67XX BLOCK OF 38 AV S,S,S1,11001.2004,-122.2848,47.54156,"(47.54156, -122.2848)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 11:54:46 AM
1684427,16000073640,201673640,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 01:31:34 PM,37XX BLOCK OF S ALASKA ST,R,R3,10100.2014,-122.285965,47.560745,"(47.560745, -122.285965)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,03/01/2016 12:45:25 PM
1684432,16000073573,201673573,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 01:31:07 PM,94XX BLOCK OF 5 AV SW,F,F3,11300.2000,-122.341606,47.518192,"(47.518192, -122.341606)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 12:17:38 PM
1684421,16000073535,201673535,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 01:14:00 PM,35XX BLOCK OF S AUSTIN ST,S,S1,11001.3016,-122.28708,47.53442,"(47.53442, -122.28708)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 11:39:07 AM
1685876,16000073465,201673465,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 01:08:12 PM,55XX BLOCK OF NE 55 ST,U,U3,4100.2019,-122.26739,47.66849,"(47.66849, -122.26739)","MISSING - (ALZHEIMER, ENDANGERED, ELDERLY)","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",03/01/2016 10:34:21 AM
1684415,16000073539,201673539,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,03/01/2016 01:01:19 PM,3 AV / PINE ST,M,M3,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:23:43 AM
1684408,16000073593,201673593,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 12:56:02 PM,N 45 ST / SUNNYSIDE AV N,B,B3,5100.1017,-122.33016,47.66137,"(47.66137, -122.33016)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 12:05:15 PM
1684403,16000073525,201673525,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 12:32:10 PM,32XX BLOCK OF SW GRAHAM ST,F,F1,10702.3001,-122.37413,47.546627,"(47.546627, -122.37413)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 11:45:06 AM
1684394,16000073401,201673401,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 12:26:09 PM,14 AV NW / NW MARKET ST,B,B2,4700.3022,-122.37359,47.668663,"(47.668663, -122.37359)",TRAFFIC - ROAD RAGE,TRAFFIC RELATED CALLS,ROAD RAGE,03/01/2016 09:34:18 AM
1684392,16000073493,201673493,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,03/01/2016 12:21:08 PM,25XX BLOCK OF BEACON AV S,R,R1,10002.2002,-122.3129,47.580032,"(47.580032, -122.3129)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,03/01/2016 10:47:22 AM
1684379,16000073475,201673475,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 12:16:21 PM,ALASKAN WY VI NB / SENECA ST,K,K1,8100.1022,-122.33941,47.60534,"(47.60534, -122.33941)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 10:35:24 AM
1684385,16000073231,201673231,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 12:06:40 PM,38XX BLOCK OF RAINIER AV S,R,R2,10100.5018,-122.289925,47.568882,"(47.568882, -122.289925)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",03/01/2016 06:46:34 AM
1684384,16000073366,201673366,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 12:04:49 PM,22XX BLOCK OF 4 AV,D,D1,7200.1069,-122.343285,47.614986,"(47.614986, -122.343285)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 09:19:25 AM
1684371,16000073424,201673424,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 11:53:52 AM,22XX BLOCK OF FRANKLIN AV E,D,D3,6600.2002,-122.32468,47.63899,"(47.63899, -122.32468)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 11:00:43 AM
1684365,16000073361,201673361,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 11:48:08 AM,E MARGINAL WY S / ELLIS AV S,O,O3,10900.1019,-122.32063,47.53865,"(47.53865, -122.32063)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 09:24:35 AM
1684363,16000073420,201673420,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 11:47:46 AM,AIRPORT WY S / S LUCILE ST,O,O2,10402.1009,-122.32101,47.55335,"(47.55335, -122.32101)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 09:49:26 AM
1684366,16000073354,201673354,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 11:47:18 AM,59XX BLOCK OF RAINIER AV S,R,R3,10200.3014,-122.27686,47.548187,"(47.548187, -122.27686)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 09:18:48 AM
1684361,16000073459,201673459,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 11:47:16 AM,WEST SEATTLE BR WB / DELRIDGE WY SW OFF RP,W,W1,9900.4056,-122.35688,47.571133,"(47.571133, -122.35688)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 10:28:42 AM
1684357,16000073332,201673332,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 11:39:51 AM,103XX BLOCK OF MIDVALE AV N,N,N3,1300.2009,-122.343315,47.704144,"(47.704144, -122.343315)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 09:32:16 AM
1684356,16000073415,201673415,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/01/2016 11:39:48 AM,3XX BLOCK OF 19 AV E,C,C2,7600.2002,-122.307335,47.621277,"(47.621277, -122.307335)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/01/2016 10:21:43 AM
1684358,16000073319,201673319,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 11:33:09 AM,143XX BLOCK OF AURORA AV N,N,N2,300.2011,-122.345085,47.733063,"(47.733063, -122.345085)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/01/2016 08:20:47 AM
1684354,16000073425,201673425,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 11:32:44 AM,52XX BLOCK OF BALLARD AV NW,B,B1,4700.4016,-122.38267,47.66596,"(47.66596, -122.38267)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 09:58:22 AM
1684355,16000073419,201673419,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,03/01/2016 11:31:29 AM,27XX BLOCK OF 4 AV,D,D1,7200.3008,-122.3485,47.618073,"(47.618073, -122.3485)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,03/01/2016 10:39:41 AM
1684352,16000073379,201673379,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 11:30:13 AM,1XX BLOCK OF NW CANAL ST,B,B2,4800.3055,-122.35892,47.65256,"(47.65256, -122.35892)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:24:09 AM
1684344,16000073440,201673440,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 11:19:12 AM,NE NORTHGATE WY / ROOSEVELT WY NE,L,L1,1200.2000,-122.317856,47.70856,"(47.70856, -122.317856)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 10:15:59 AM
1684350,16000073207,201673207,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 11:16:04 AM,31XX BLOCK OF S HOLLY ST,S,S1,11002.2031,-122.29235,47.54265,"(47.54265, -122.29235)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 07:28:16 AM
1684347,16000073297,201673297,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 11:14:17 AM,1XX BLOCK OF STEWART ST,M,M1,8100.3000,-122.3409,47.61062,"(47.61062, -122.3409)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 09:59:25 AM
1684349,16000073255,201673255,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,03/01/2016 11:13:54 AM,6XX BLOCK OF 3 AV,K,K1,8100.2040,-122.33173,47.603127,"(47.603127, -122.33173)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,03/01/2016 07:18:01 AM
1684348,16000073282,201673282,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 11:13:20 AM,QUEEN ANNE AV N / REPUBLICAN ST,Q,Q3,7100.2010,-122.35672,47.623276,"(47.623276, -122.35672)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 07:50:07 AM
1684345,16000073432,201673432,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 11:12:55 AM,22XX BLOCK OF NE 92 ST,U,U1,2100.2003,-122.30477,47.695744,"(47.695744, -122.30477)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 10:31:39 AM
1684341,16000073390,201673390,053,BURGLARY - UNOCCUPIED STRUCTURE ON RESIDENTIAL PROPERTY,RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 11:02:58 AM,18XX BLOCK OF BELLEVUE AV,E,E1,7402.3006,-122.326744,47.618114,"(47.618114, -122.326744)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 09:45:02 AM
1684335,16000073269,201673269,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 10:58:56 AM,5 AV S / S CLOVERDALE ST,F,F3,11200.1021,-122.3282,47.526478,"(47.526478, -122.3282)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 07:34:03 AM
1684329,16000073325,201673325,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,03/01/2016 10:48:03 AM,4XX BLOCK OF BROAD ST,Q,Q3,7200.1071,-122.34823,47.62023,"(47.62023, -122.34823)","OPEN - BUILDING, DOOR, ETC.",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 08:32:36 AM
1684327,16000073377,201673377,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 10:46:55 AM,BOREN AV S / S MAIN ST,G,G1,9000.2015,-122.31591,47.600006,"(47.600006, -122.31591)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 09:12:06 AM
1684328,16000073357,201673357,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 10:46:50 AM,M L KING JR WY S / S EDMUNDS ST,R,R3,10300.4019,-122.291916,47.558674,"(47.558674, -122.291916)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 08:54:53 AM
1684330,16000073276,201673276,350,HAZARDS,HAZARDS,HAZARDS,03/01/2016 10:46:43 AM,HARBOR AV SW / SW SPOKANE ST,W,W1,9900.4033,-122.37066,47.57179,"(47.57179, -122.37066)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/01/2016 07:52:01 AM
1684331,16000073271,201673271,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 10:44:19 AM,48XX BLOCK OF S ROXBURY ST,S,S3,11700.4005,-122.2727,47.516884,"(47.516884, -122.2727)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 08:37:06 AM
1684322,16000073202,201673202,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/01/2016 10:38:34 AM,137XX BLOCK OF LAKE CITY WY NE,L,L1,100.2005,-122.29228,47.729202,"(47.729202, -122.29228)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/01/2016 05:48:00 AM
1684318,16000073370,201673370,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,03/01/2016 10:37:42 AM,44XX BLOCK OF SHILSHOLE AV NW,B,B1,4700.2064,-122.374855,47.66114,"(47.66114, -122.374855)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,03/01/2016 09:09:45 AM
1684320,16000073302,201673302,064,SHOPLIFT,THEFT,SHOPLIFTING,03/01/2016 10:36:11 AM,39XX BLOCK OF S OTHELLO ST,S,S1,11001.2008,-122.28235,47.537045,"(47.537045, -122.28235)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,03/01/2016 08:00:59 AM
1684319,16000073309,201673309,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,03/01/2016 10:32:11 AM,27XX BLOCK OF EASTLAKE AV E,D,D3,6100.3016,-122.32588,47.645058,"(47.645058, -122.32588)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,03/01/2016 09:09:41 AM
1684312,16000073367,201673367,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 10:29:16 AM,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.32077,47.613518,"(47.613518, -122.32077)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 08:57:35 AM
1684313,16000073301,201673301,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 10:22:45 AM,ALASKAN WY VI SB / COLUMBIA ST,K,K1,8100.1058,-122.33689,47.60245,"(47.60245, -122.33689)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 08:08:08 AM
1684314,16000073272,201673272,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",03/01/2016 10:22:36 AM,3XX BLOCK OF S WASHINGTON ST,K,K3,9200.2031,-122.32961,47.600876,"(47.600876, -122.32961)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,03/01/2016 07:45:12 AM
1684301,16000073228,201673228,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/01/2016 10:09:35 AM,97XX BLOCK OF 4 AV NW,J,J1,1702.4002,-122.36206,47.700584,"(47.700584, -122.36206)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,03/01/2016 06:52:14 AM
1684299,16000073250,201673250,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/01/2016 10:08:40 AM,N 50 ST / STONE WY N,B,B3,5000.1002,-122.34021,47.665035,"(47.665035, -122.34021)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/01/2016 07:17:25 AM
1684300,16000073243,201673243,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,03/01/2016 10:04:09 AM,8XX BLOCK OF CONVENTION PL,M,M2,8200.1010,-122.33144,47.61171,"(47.61171, -122.33144)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/01/2016 07:06:17 AM
1684298,16000073303,201673303,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/01/2016 10:02:39 AM,23XX BLOCK OF FRANKLIN AV E,D,D3,6100.4013,-122.32468,47.640877,"(47.640877, -122.32468)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/01/2016 08:49:24 AM
1684290,16000073310,201673310,292,PERSON WITH A WEAPON (NOT GUN),WEAPONS CALLS,WEAPONS CALLS,03/01/2016 10:00:32 AM,1XX BLOCK OF LAKESIDE AV,G,G2,7800.1048,-122.28499,47.602314,"(47.602314, -122.28499)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,03/01/2016 08:19:15 AM
1684293,16000073267,201673267,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/01/2016 09:56:32 AM,104XX BLOCK OF 11 AV NE,L,L2,1200.1014,-122.316,47.704453,"(47.704453, -122.316)",PROWLER - IP/JO,PROWLER,PROWLER,03/01/2016 07:29:37 AM
